time,xaxis,yaxis,zaxis,State
7.917174,0.08,0.05,0,
7.919055,0.08,0.06,0,
7.921458,0.08,0.07,0,
7.925709,0.08,0.07,0,
7.9267,0.07,0.06,-0.01,
7.930069,0.07,0.06,-0.01,
7.932637,0.05,0.05,-0.01,
7.934837,0.04,0.04,-0.01,
7.937495,0.03,0.04,-0.01,
7.939195,0.02,0.04,-0.01,
7.941814,0.01,0.04,0,
7.944995,0.01,0.04,0,
7.947503,0,0.04,0,
7.949995,-0.01,0.04,0,
7.952521,-0.01,0.03,0.01,
7.955137,-0.02,0.02,0.01,
7.957675,-0.03,0.01,0.01,
7.959361,-0.04,0.01,0.01,
7.961939,-0.04,0.01,0.02,
7.965155,-0.05,0,0.02,
7.967232,-0.06,0.01,0.02,
7.970435,-0.08,0.01,0.03,
7.973425,-0.09,0.01,0.03,
7.975292,-0.1,0.01,0.03,
7.97725,-0.11,0,0.04,
7.979852,-0.12,0,0.03,
7.982092,-0.13,0,0.03,
7.985324,-0.14,-0.01,0.03,
7.987797,-0.15,-0.01,0.04,
7.990367,-0.15,-0.02,0.03,
7.993189,-0.16,-0.01,0.03,
7.995426,-0.16,-0.01,0.03,
7.997419,-0.16,-0.01,0.02,
7.999891,-0.16,-0.02,0.02,
8.002316,-0.16,-0.02,0.01,
8.008006,-0.15,-0.02,0.01,
8.008308,-0.15,-0.02,0.01,
8.010651,-0.14,-0.02,0,
8.01324,-0.13,-0.02,0,
8.01572,-0.13,-0.03,0,
8.017837,-0.12,-0.02,-0.01,
8.020141,-0.12,-0.02,-0.01,
8.022651,-0.11,-0.02,-0.01,
8.025676,-0.1,-0.02,-0.01,
8.028391,-0.09,-0.02,-0.02,
8.030971,-0.08,-0.02,-0.02,
8.03353,-0.07,-0.02,-0.03,
8.03603,-0.07,-0.02,-0.03,
8.038608,-0.06,-0.02,-0.03,
8.040314,-0.05,-0.02,-0.03,
8.043003,-0.05,-0.02,-0.03,
8.046045,-0.04,-0.02,-0.03,
8.048811,-0.03,-0.02,-0.03,
8.051182,-0.03,-0.03,-0.03,
8.053729,-0.02,-0.04,-0.03,
8.05636,0,-0.04,-0.04,
8.058111,0.01,-0.03,-0.03,
8.060625,0.02,-0.03,-0.03,
8.063379,0.03,-0.03,-0.03,
8.066504,0.04,-0.02,-0.03,
8.069125,0.06,-0.02,-0.03,
8.071679,0.07,-0.02,-0.03,
8.073893,0.08,-0.02,-0.03,
8.076583,0.09,-0.01,-0.03,
8.078356,0.1,-0.01,-0.03,
8.080975,0.11,-0.01,-0.03,
8.083694,0.12,-0.01,-0.03,
8.08617,0.12,-0.01,-0.03,
8.089305,0.13,-0.01,-0.02,
8.09171,0.13,-0.02,-0.02,
8.094406,0.13,-0.02,-0.02,
8.096148,0.13,-0.03,-0.02,
8.098579,0.13,-0.03,-0.01,
8.101151,0.13,-0.04,-0.01,
8.104049,0.12,-0.05,-0.01,
8.10728,0.12,-0.05,-0.01,
8.109268,0.11,-0.06,-0.01,
8.111965,0.1,-0.07,0,
8.114516,0.09,-0.08,0,
8.117515,0.07,-0.09,0,
8.11887,0.06,-0.09,-0.01,
8.121321,0.04,-0.09,-0.01,
8.125683,0.03,-0.09,-0.01,
8.126714,0.01,-0.1,-0.01,
8.129788,-0.01,-0.1,-0.02,
8.132718,-0.03,-0.1,-0.02,
8.134903,-0.04,-0.1,-0.03,
8.140135,-0.05,-0.11,-0.03,
8.14051,-0.07,-0.1,-0.03,
8.141605,-0.08,-0.1,-0.03,
8.144369,-0.09,-0.1,-0.03,
8.147684,-0.1,-0.09,-0.04,
8.149925,-0.11,-0.09,-0.04,
8.153802,-0.12,-0.08,-0.03,
8.154827,-0.13,-0.08,-0.03,
8.157539,-0.13,-0.07,-0.03,
8.159339,-0.14,-0.07,-0.03,
8.161804,-0.13,-0.06,-0.02,
8.166184,-0.13,-0.05,-0.02,
8.167025,-0.12,-0.05,-0.01,
8.170136,-0.11,-0.04,0,
8.172851,-0.1,-0.02,0,
8.17536,-0.09,-0.02,0.01,
8.177122,-0.07,-0.01,0.01,
8.179556,-0.05,0.01,0.01,
8.182076,-0.03,0.01,0.02,
8.185876,-0.01,0.02,0.01,
8.187843,0.01,0.02,0.02,
8.190328,0.03,0.03,0.02,
8.192869,0.05,0.03,0.02,
8.195436,0.07,0.04,0.02,
8.197714,0.09,0.05,0.02,
8.199859,0.1,0.05,0.02,
8.20225,0.11,0.06,0.03,
8.205532,0.12,0.07,0.03,
8.208698,0.14,0.07,0.03,
8.210847,0.15,0.07,0.03,
8.213499,0.15,0.07,0.04,
8.21571,0.16,0.07,0.03,
8.218454,0.17,0.06,0.04,
8.220032,0.17,0.06,0.04,
8.222674,0.17,0.07,0.04,
8.225621,0.17,0.07,0.04,
8.22852,0.16,0.07,0.04,
8.230834,0.15,0.07,0.04,
8.233325,0.14,0.07,0.04,
8.235874,0.13,0.07,0.04,
8.237829,0.11,0.07,0.04,
8.240298,0.1,0.08,0.04,
8.242852,0.09,0.07,0.04,
8.246703,0.08,0.07,0.04,
8.247943,0.06,0.07,0.04,
8.251128,0.05,0.06,0.04,
8.2536,0.04,0.05,0.03,
8.256136,0.02,0.04,0.03,
8.25817,0.01,0.03,0.03,
8.260551,0,0.02,0.03,
8.263036,-0.02,0.01,0.02,
8.26555,-0.04,0,0.01,
8.269003,-0.05,0,0.01,
8.2714,-0.06,-0.01,0.01,
8.273995,-0.07,-0.02,0.01,
8.276623,-0.08,-0.02,0.01,
8.27814,-0.08,-0.04,0,
8.280769,-0.08,-0.05,0.01,
8.286647,-0.09,-0.05,0,
8.287004,-0.09,-0.06,0,
8.288729,-0.08,-0.06,0.01,
8.291766,-0.09,-0.06,0,
8.293998,-0.08,-0.07,0,
8.296712,-0.08,-0.06,0,
8.298642,-0.07,-0.05,0.01,
8.302638,-0.06,-0.05,0,
8.303912,-0.05,-0.04,0,
8.306823,-0.04,-0.03,0,
8.309363,-0.03,-0.02,-0.01,
8.311843,-0.02,-0.01,-0.01,
8.314293,-0.01,0,-0.01,
8.316749,0,0.01,-0.02,
8.318616,0,0.01,-0.02,
8.321174,0.01,0.02,-0.02,
8.325885,0.01,0.01,-0.02,
8.326462,0.02,0.01,-0.03,
8.32989,0.02,0.01,-0.03,
8.33291,0.02,0.01,-0.03,
8.334453,0.02,0.01,-0.04,
8.337085,0.02,0,-0.04,
8.338932,0.01,0,-0.04,
8.341562,0,0,-0.04,
8.344204,-0.01,-0.01,-0.04,
8.347263,-0.02,-0.02,-0.04,
8.350003,-0.03,-0.03,-0.04,
8.352097,-0.04,-0.04,-0.04,
8.354846,-0.05,-0.04,-0.04,
8.357463,-0.06,-0.05,-0.04,
8.359147,-0.08,-0.05,-0.04,
8.361828,-0.08,-0.05,-0.04,
8.36571,-0.08,-0.05,-0.04,
8.366851,-0.09,-0.05,-0.03,
8.370107,-0.1,-0.04,-0.03,
8.372632,-0.1,-0.03,-0.02,
8.375277,-0.09,-0.02,-0.02,
8.377345,-0.08,-0.01,-0.01,
8.379374,-0.08,-0.01,0,
8.381938,-0.07,0,0,
8.384806,-0.05,0.01,0,
8.38802,-0.04,0.02,0.01,
8.390637,-0.02,0.03,0.01,
8.392828,-0.01,0.03,0.01,
8.395304,0.01,0.03,0.02,
8.398399,0.02,0.03,0.02,
8.399784,0.03,0.03,0.02,
8.402113,0.04,0.03,0.03,
8.405033,0.05,0.03,0.03,
8.407932,0.06,0.03,0.03,
8.410529,0.06,0.04,0.03,
8.413037,0.07,0.04,0.04,
8.415587,0.09,0.05,0.04,
8.417547,0.09,0.05,0.04,
8.419984,0.1,0.05,0.04,
8.422462,0.11,0.05,0.04,
8.425743,0.11,0.04,0.04,
8.428206,0.11,0.04,0.04,
8.434079,0.11,0.04,0.04,
8.434453,0.11,0.04,0.04,
8.435756,0.1,0.05,0.03,
8.437875,0.1,0.06,0.03,
8.440096,0.09,0.07,0.03,
8.442567,0.07,0.07,0.03,
8.445251,0.06,0.07,0.02,
8.448755,0.04,0.06,0.02,
8.451204,0.02,0.05,0.02,
8.453754,0,0.05,0.01,
8.455871,-0.02,0.05,0.01,
8.457957,-0.04,0.05,0,
8.460351,-0.06,0.05,0,
8.463893,-0.08,0.05,-0.01,
8.465528,-0.1,0.04,-0.01,
8.468652,-0.11,0.04,-0.01,
8.471372,-0.12,0.03,-0.01,
8.473712,-0.13,0.02,-0.01,
8.476823,-0.13,0.01,0,
8.47806,-0.13,0.01,0,
8.480601,-0.13,0,0,
8.483222,-0.12,0,0,
8.485848,-0.12,0.01,0.01,
8.488926,-0.11,0.01,0.01,
8.491732,-0.09,0.01,0.01,
8.493957,-0.08,0.02,0.02,
8.496808,-0.07,0.02,0.02,
8.498327,-0.05,0.03,0.02,
8.500984,-0.04,0.03,0.02,
8.503745,-0.03,0.04,0.02,
8.507024,-0.02,0.04,0.02,
8.508994,-0.01,0.04,0.02,
8.512854,0,0.04,0.02,
8.514224,0.01,0.03,0.02,
8.516947,0.02,0.03,0.02,
8.518507,0.03,0.02,0.02,
8.521109,0.04,0.01,0.02,
8.524084,0.05,0,0.02,
8.526632,0.05,0,0.02,
8.529496,0.06,0,0.02,
8.531988,0.06,0,0.02,
8.534535,0.07,-0.01,0.02,
8.537115,0.07,-0.01,0.02,
8.538839,0.07,-0.01,0.01,
8.541374,0.07,-0.01,0.01,
8.544029,0.06,-0.01,0.01,
8.54715,0.05,-0.01,0.01,
8.54977,0.04,0,0.01,
8.55254,0.03,-0.01,0,
8.554516,0.02,-0.01,0,
8.557379,0,-0.01,0,
8.559185,-0.01,-0.01,-0.01,
8.565661,-0.02,-0.01,-0.01,
8.566053,-0.02,-0.01,-0.01,
8.566777,-0.03,-0.01,-0.02,
8.569962,-0.04,-0.01,-0.02,
8.572531,-0.05,-0.01,-0.02,
8.574827,-0.05,-0.01,-0.02,
8.578637,-0.05,-0.01,-0.02,
8.579345,-0.05,0,-0.03,
8.581787,-0.05,-0.01,-0.03,
8.584547,-0.05,-0.01,-0.03,
8.587344,-0.05,-0.01,-0.03,
8.590257,-0.04,-0.01,-0.03,
8.592893,-0.03,-0.01,-0.03,
8.594813,-0.02,-0.01,-0.02,
8.597062,0,-0.02,-0.02,
8.599576,0.01,-0.01,-0.02,
8.602173,0.02,-0.02,-0.01,
8.606501,0.04,-0.02,-0.01,
8.607178,0.05,-0.02,-0.01,
8.609554,0.07,-0.03,0,
8.612227,0.09,-0.03,0,
8.614708,0.1,-0.03,0,
8.617195,0.12,-0.02,0,
8.619822,0.13,-0.02,0,
8.62221,0.14,-0.02,0,
8.624802,0.15,-0.01,0,
8.627518,0.16,-0.01,0,
8.62979,0.16,0,0,
8.632521,0.16,0,0,
8.634991,0.17,0.01,0,
8.637467,0.17,0.02,0,
8.639985,0.16,0.03,0,
8.642413,0.16,0.03,0,
8.645708,0.15,0.03,-0.01,
8.647686,0.14,0.03,-0.01,
8.650154,0.12,0.03,-0.01,
8.652867,0.1,0.03,-0.01,
8.655233,0.08,0.04,-0.01,
8.65764,0.07,0.03,-0.01,
8.660307,0.05,0.02,-0.01,
8.662821,0.03,0.02,-0.02,
8.666042,0.02,0.02,-0.01,
8.668736,0.01,0.01,-0.01,
8.671183,0,0.01,-0.01,
8.673725,-0.01,0.01,-0.02,
8.676395,-0.02,0.02,-0.01,
8.678202,-0.03,0.02,-0.01,
8.680473,-0.04,0.02,-0.01,
8.683102,-0.05,0.01,-0.01,
8.686766,-0.06,0.01,-0.01,
8.689668,-0.06,0.01,-0.01,
8.691703,-0.08,0.01,0,
8.6937,-0.08,0.01,0,
8.696384,-0.08,0.02,0,
8.698369,-0.08,0.01,0,
8.70078,-0.08,0.02,0,
8.703666,-0.07,0.02,0,
8.706663,-0.07,0.03,0,
8.712609,-0.06,0.02,0,
8.713037,-0.05,0.02,0,
8.714223,-0.04,0.02,0,
8.716773,-0.03,0.02,0,
8.718379,-0.03,0.02,0,
8.720985,-0.03,0.02,0,
8.723825,-0.03,0.03,0.01,
8.725988,-0.02,0.03,0.01,
8.72946,-0.02,0.04,0.01,
8.732025,-0.01,0.04,0.02,
8.734268,-0.01,0.04,0.02,
8.736914,-0.02,0.03,0.03,
8.738721,-0.01,0.02,0.03,
8.74184,-0.02,0.02,0.03,
8.744036,-0.02,0.01,0.03,
8.747053,-0.02,0.01,0.03,
8.749534,-0.02,0,0.03,
8.751976,-0.02,-0.01,0.03,
8.754798,-0.02,0,0.03,
8.756816,-0.03,-0.01,0.03,
8.758895,-0.03,0,0.02,
8.761477,-0.03,0,0.02,
8.764789,-0.03,0,0.02,
8.76671,-0.04,0,0.01,
8.769886,-0.04,0.01,0.01,
8.772479,-0.04,0.01,0,
8.774916,-0.05,0.02,0,
8.777485,-0.06,0.02,-0.01,
8.779328,-0.06,0.03,-0.02,
8.781707,-0.07,0.03,-0.02,
8.784954,-0.08,0.03,-0.02,
8.787522,-0.09,0.03,-0.02,
8.790905,-0.1,0.03,-0.02,
8.793001,-0.11,0.02,-0.02,
8.794998,-0.12,0.02,-0.02,
8.797562,-0.12,0.01,-0.02,
8.799529,-0.12,0,-0.02,
8.802187,-0.12,0,-0.02,
8.807428,-0.12,-0.01,-0.02,
8.807905,-0.11,-0.02,-0.01,
8.810208,-0.11,-0.04,-0.01,
8.812634,-0.09,-0.05,-0.01,
8.81534,-0.08,-0.05,-0.01,
8.817136,-0.07,-0.05,-0.01,
8.819631,-0.05,-0.05,-0.01,
8.821975,-0.04,-0.04,0,
8.824623,-0.02,-0.04,0,
8.827707,0,-0.03,0,
8.830261,0.01,-0.03,0,
8.832852,0.02,-0.03,0,
8.835275,0.04,-0.02,0,
8.837254,0.05,-0.01,-0.01,
8.84248,0.06,-0.01,-0.01,
8.842858,0.07,-0.01,-0.01,
8.845376,0.07,-0.01,-0.01,
8.848017,0.08,0,-0.01,
8.850522,0.09,0,-0.01,
8.853398,0.1,0,-0.01,
8.856491,0.1,0,-0.02,
8.857656,0.1,0,-0.02,
8.86005,0.11,-0.01,-0.02,
8.862523,0.11,-0.01,-0.01,
8.865228,0.12,-0.02,-0.02,
8.868203,0.12,-0.02,-0.02,
8.870748,0.12,-0.02,-0.02,
8.873222,0.11,-0.02,-0.02,
8.875909,0.11,-0.03,-0.02,
8.877891,0.11,-0.04,-0.03,
8.880276,0.1,-0.04,-0.02,
8.883008,0.1,-0.04,-0.03,
8.885727,0.1,-0.04,-0.03,
8.888957,0.09,-0.05,-0.03,
8.890657,0.08,-0.05,-0.03,
8.893616,0.06,-0.05,-0.04,
8.896469,0.04,-0.05,-0.04,
8.898079,0.02,-0.06,-0.05,
8.900724,-0.01,-0.06,-0.05,
8.903168,-0.04,-0.07,-0.05,
8.90603,-0.07,-0.07,-0.05,
8.909028,-0.1,-0.07,-0.05,
8.91157,-0.12,-0.07,-0.05,
8.91402,-0.13,-0.06,-0.05,
8.916853,-0.15,-0.06,-0.04,
8.918436,-0.15,-0.05,-0.03,
8.92166,-0.15,-0.05,-0.03,
8.923664,-0.14,-0.04,-0.02,
8.925658,-0.13,-0.03,-0.01,
8.929299,-0.11,-0.02,-0.01,
8.931821,-0.1,-0.01,-0.01,
8.934282,-0.08,0,0,
8.937049,-0.05,0.02,0,
8.938499,-0.03,0.03,0,
8.941183,-0.01,0.05,0.01,
8.94402,0.01,0.06,0.01,
8.947196,0.03,0.08,0.02,
8.949155,0.05,0.08,0.02,
8.951916,0.07,0.09,0.02,
8.954324,0.1,0.1,0.03,
8.95727,0.11,0.1,0.03,
8.958902,0.13,0.1,0.03,
8.961337,0.15,0.1,0.03,
8.965694,0.16,0.09,0.03,
8.966562,0.17,0.07,0.03,
8.969724,0.17,0.06,0.04,
8.972152,0.17,0.04,0.04,
8.974291,0.17,0.03,0.05,
8.977319,0.17,0.02,0.05,
8.979011,0.17,0.01,0.05,
8.981554,0.16,0.01,0.05,
8.984312,0.15,-0.01,0.05,
8.990052,0.13,-0.01,0.05,
8.990422,0.13,-0.02,0.05,
8.992367,0.11,-0.02,0.05,
8.994903,0.09,-0.02,0.04,
8.997626,0.07,-0.02,0.03,
8.999273,0.04,-0.01,0.03,
9.001782,0.02,-0.01,0.03,
9.005941,0,0,0.02,
9.007516,-0.02,0,0.02,
9.010224,-0.03,-0.01,0.02,
9.012695,-0.04,-0.01,0.02,
9.01505,-0.05,-0.01,0.02,
9.017831,-0.06,0,0.02,
9.019923,-0.08,0.01,0.02,
9.022063,-0.09,0.01,0.01,
9.024845,-0.09,0.01,0.01,
9.027793,-0.1,0.01,0,
9.030211,-0.1,0.01,0,
9.032702,-0.1,0.01,0,
9.036273,-0.1,0.01,0,
9.03746,-0.1,0,0,
9.039741,-0.08,0,0,
9.042245,-0.07,0,0,
9.045051,-0.05,0,0,
9.048594,-0.03,0.01,0,
9.050468,0,0.01,-0.01,
9.053012,0.02,0.01,-0.01,
9.055593,0.05,0,-0.01,
9.057703,0.07,0,-0.01,
9.060089,0.1,-0.01,-0.01,
9.062518,0.12,-0.01,-0.01,
9.065679,0.14,-0.01,-0.01,
9.069021,0.15,-0.01,-0.01,
9.070848,0.17,-0.01,-0.01,
9.073428,0.17,-0.01,-0.02,
9.076147,0.17,0,-0.01,
9.078002,0.17,0,-0.02,
9.080192,0.17,0,-0.02,
9.08282,0.17,-0.01,-0.02,
9.08623,0.16,-0.01,-0.03,
9.087986,0.16,-0.02,-0.03,
9.091246,0.15,-0.03,-0.03,
9.093882,0.14,-0.04,-0.03,
9.095413,0.14,-0.05,-0.03,
9.098196,0.12,-0.04,-0.02,
9.100647,0.11,-0.03,-0.02,
9.103017,0.09,-0.01,-0.01,
9.105572,0.07,-0.01,-0.01,
9.108829,0.05,-0.01,-0.01,
9.111422,0.03,-0.01,-0.01,
9.114024,0.01,-0.01,-0.01,
9.116213,-0.02,-0.02,-0.01,
9.121,-0.04,-0.03,0,
9.121366,-0.06,-0.04,0,
9.123603,-0.08,-0.05,0,
9.12581,-0.1,-0.06,0.01,
9.129127,-0.12,-0.06,0.01,
9.131576,-0.13,-0.06,0.01,
9.137004,-0.13,-0.06,0.01,
9.137439,-0.13,-0.06,0.02,
9.138415,-0.13,-0.06,0.02,
9.141039,-0.13,-0.06,0.02,
9.143759,-0.12,-0.06,0.02,
9.146757,-0.11,-0.06,0.02,
9.14916,-0.1,-0.05,0.02,
9.151702,-0.1,-0.05,0.01,
9.154251,-0.09,-0.04,0.01,
9.156912,-0.09,-0.03,0.01,
9.158805,-0.09,-0.02,0.01,
9.161253,-0.08,-0.02,0.01,
9.16408,-0.08,0,0.01,
9.16725,-0.07,0.01,0.01,
9.169472,-0.07,0.01,0.01,
9.171958,-0.06,0.02,0,
9.17467,-0.06,0.02,0,
9.177275,-0.05,0.03,0,
9.178979,-0.05,0.03,0,
9.181348,-0.04,0.03,0,
9.18407,-0.03,0.03,0,
9.187263,-0.03,0.04,0,
9.190118,-0.03,0.04,0,
9.192152,-0.02,0.04,0,
9.194875,-0.01,0.04,0,
9.197435,-0.01,0.04,0,
9.199749,0,0.04,0,
9.201621,0,0.04,0,
9.205952,0.01,0.03,0,
9.206799,0.01,0.03,0,
9.210004,0,0.03,0.01,
9.212487,0.01,0.02,0.01,
9.21613,0.01,0.02,0.01,
9.217367,0.01,0.03,0.01,
9.219591,0.01,0.03,0.01,
9.221947,0,0.02,0.01,
9.224813,0,0.02,0.01,
9.227534,0,0.02,0.01,
9.230166,-0.01,0.01,0.01,
9.23268,-0.01,0,0.01,
9.235138,-0.02,0,0.01,
9.237295,-0.02,0,0.01,
9.239859,-0.03,0,0,
9.242109,-0.04,0,0,
9.245949,-0.04,0,0,
9.247271,-0.05,0,0,
9.252504,-0.05,0,0,
9.253276,-0.06,0,0,
9.255836,-0.07,0,0,
9.257442,-0.07,0,0,
9.259972,-0.06,-0.01,0,
9.262474,-0.07,-0.01,0,
9.268709,-0.06,-0.01,0,
9.269156,-0.05,-0.01,0,
9.270668,-0.05,0,0,
9.273074,-0.04,0.01,-0.01,
9.275692,-0.04,0.01,0,
9.277652,-0.03,0.02,-0.01,
9.280097,-0.03,0.02,-0.01,
9.2825,-0.03,0.02,-0.01,
9.285622,-0.02,0.02,-0.01,
9.288839,-0.02,0.02,-0.01,
9.290738,-0.01,0.02,-0.01,
9.29349,-0.01,0.03,-0.01,
9.29588,-0.01,0.03,-0.01,
9.297888,0,0.03,-0.01,
9.300459,0,0.03,-0.01,
9.302804,0,0.02,-0.01,
9.305523,0,0.02,-0.01,
9.308613,0.01,0.01,-0.01,
9.311106,0.01,0.01,-0.01,
9.314115,0.01,0,-0.01,
9.316447,0.02,0,-0.01,
9.318172,0.02,0,0,
9.320682,0.02,0,0,
9.323158,0.02,0,0,
9.326468,0.03,0,0,
9.329091,0.03,0,0,
9.331334,0.04,0,0,
9.334021,0.04,0,0,
9.336632,0.04,0.01,0,
9.33841,0.04,0.01,0,
9.340978,0.03,0.01,0,
9.343708,0.02,0.01,0,
9.347123,0.02,0.01,0,
9.349072,0.01,0.01,0,
9.351732,0,0,0,
9.354311,-0.01,0,0,
9.356727,-0.02,-0.01,0,
9.358452,-0.02,-0.02,0,
9.361092,-0.02,-0.02,0,
9.364,-0.02,-0.02,0,
9.366213,-0.02,-0.02,0,
9.369477,-0.02,-0.02,0.01,
9.371972,-0.01,-0.02,0.01,
9.374533,0,-0.02,0.01,
9.37704,0,-0.01,0.02,
9.382762,0.01,0,0.01,
9.383131,0.01,0,0.02,
9.384021,0.02,0.01,0.01,
9.387086,0.02,0.02,0.02,
9.389643,0.02,0.03,0.02,
9.392159,0.02,0.04,0.02,
9.394661,0.01,0.04,0.01,
9.400038,0.01,0.04,0.01,
9.40048,0,0.04,0.01,
9.401605,0,0.04,0.01,
9.405214,-0.01,0.03,0.02,
9.406659,-0.02,0.03,0.02,
9.409869,-0.03,0.04,0.02,
9.412418,-0.03,0.03,0.02,
9.414741,-0.04,0.03,0.02,
9.417529,-0.05,0.03,0.03,
9.419234,-0.05,0.03,0.02,
9.421948,-0.05,0.03,0.03,
9.424847,-0.06,0.03,0.03,
9.427456,-0.06,0.04,0.03,
9.43002,-0.06,0.03,0.03,
9.432618,-0.06,0.03,0.03,
9.43512,-0.06,0.03,0.03,
9.437667,-0.06,0.02,0.02,
9.439528,-0.06,0.02,0.03,
9.442221,-0.06,0.01,0.03,
9.44616,-0.06,0,0.02,
9.447082,-0.05,0,0.02,
9.450395,-0.05,-0.01,0.02,
9.452966,-0.06,-0.02,0.02,
9.455519,-0.06,-0.03,0.02,
9.457587,-0.06,-0.04,0.01,
9.459812,-0.05,-0.05,0.01,
9.462281,-0.05,-0.05,0.01,
9.464896,-0.06,-0.05,0,
9.468103,-0.06,-0.06,0,
9.470719,-0.06,-0.06,0,
9.473241,-0.06,-0.06,0,
9.475576,-0.07,-0.07,-0.01,
9.477755,-0.07,-0.07,-0.01,
9.480096,-0.07,-0.07,-0.02,
9.482619,-0.08,-0.07,-0.03,
9.485778,-0.08,-0.06,-0.03,
9.488408,-0.09,-0.06,-0.03,
9.491004,-0.09,-0.07,-0.03,
9.49422,-0.09,-0.08,-0.03,
9.495977,-0.08,-0.07,-0.03,
9.49796,-0.08,-0.07,-0.03,
9.500324,-0.06,-0.07,-0.03,
9.502975,-0.05,-0.07,-0.03,
9.505681,-0.03,-0.06,-0.03,
9.508552,-0.01,-0.07,-0.03,
9.511012,0.01,-0.07,-0.03,
9.513585,0.02,-0.07,-0.03,
9.516032,0.03,-0.07,-0.03,
9.518158,0.04,-0.06,-0.03,
9.52038,0.05,-0.05,-0.03,
9.52313,0.06,-0.04,-0.03,
9.525763,0.06,-0.03,-0.04,
9.530672,0.07,-0.03,-0.04,
9.531537,0.07,-0.02,-0.03,
9.534158,0.08,-0.02,-0.04,
9.536256,0.08,-0.02,-0.04,
9.538325,0.09,-0.02,-0.03,
9.540595,0.09,-0.02,-0.03,
9.543927,0.09,-0.02,-0.03,
9.546398,0.09,-0.02,-0.03,
9.548994,0.09,-0.02,-0.02,
9.551389,0.09,-0.01,-0.02,
9.553907,0.08,-0.01,-0.01,
9.556596,0.08,0,-0.01,
9.558277,0.07,0,-0.01,
9.560827,0.07,-0.01,0,
9.565121,0.06,-0.01,0,
9.56605,0.06,-0.01,-0.01,
9.569304,0.05,0,-0.01,
9.571856,0.04,0,-0.01,
9.57418,0.03,0,-0.01,
9.576765,0.02,0,-0.02,
9.578584,0.01,0.01,-0.02,
9.581215,0,0.01,-0.02,
9.584145,-0.01,0.01,-0.03,
9.587706,-0.02,0.01,-0.03,
9.589647,-0.03,0.01,-0.03,
9.592257,-0.04,0,-0.03,
9.59396,-0.05,0,-0.04,
9.596396,-0.05,-0.02,-0.04,
9.598856,-0.06,-0.03,-0.05,
9.601386,-0.07,-0.04,-0.05,
9.606679,-0.08,-0.05,-0.05,
9.60687,-0.09,-0.06,-0.05,
9.609726,-0.1,-0.06,-0.05,
9.612287,-0.11,-0.06,-0.05,
9.614805,-0.12,-0.07,-0.04,
9.617281,-0.13,-0.07,-0.04,
9.619086,-0.13,-0.08,-0.03,
9.62154,-0.13,-0.08,-0.03,
9.624825,-0.12,-0.08,-0.02,
9.627303,-0.12,-0.08,-0.02,
9.629937,-0.11,-0.09,-0.01,
9.63251,-0.1,-0.09,0,
9.635133,-0.09,-0.08,0,
9.637673,-0.08,-0.07,0,
9.639273,-0.07,-0.06,0,
9.641856,-0.05,-0.06,0.01,
9.646961,-0.04,-0.05,0.01,
9.647159,-0.03,-0.04,0.01,
9.650259,-0.02,-0.03,0.01,
9.652803,-0.01,-0.02,0.01,
9.655342,0,-0.01,0.01,
9.661288,0.01,0,0.01,
9.661666,0.02,0.01,0.01,
9.662128,0.03,0.02,0,
9.66509,0.03,0.02,0,
9.667798,0.04,0.03,0,
9.670339,0.05,0.03,0,
9.672934,0.05,0.03,0,
9.675646,0.06,0.04,0,
9.677446,0.06,0.05,0,
9.679854,0.07,0.05,0.01,
9.68234,0.07,0.06,0.01,
9.685529,0.07,0.07,0.02,
9.688481,0.07,0.08,0.02,
9.690542,0.08,0.09,0.02,
9.69312,0.09,0.09,0.02,
9.695693,0.09,0.1,0.02,
9.697772,0.09,0.1,0.02,
9.699977,0.09,0.1,0.01,
9.702568,0.09,0.1,0.01,
9.705553,0.09,0.09,0.01,
9.708288,0.08,0.09,0.01,
9.710868,0.08,0.08,0.01,
9.713516,0.07,0.08,0.02,
9.715902,0.07,0.07,0.02,
9.718127,0.07,0.06,0.03,
9.720461,0.06,0.06,0.03,
9.723178,0.06,0.05,0.03,
9.725482,0.06,0.05,0.04,
9.728711,0.06,0.04,0.04,
9.73137,0.06,0.04,0.04,
9.733906,0.06,0.03,0.05,
9.736324,0.06,0.02,0.05,
9.737952,0.05,0.02,0.05,
9.740581,0.05,0.02,0.05,
9.743211,0.05,0.02,0.06,
9.746573,0.05,0.02,0.06,
9.748728,0.04,0.02,0.06,
9.751191,0.04,0.03,0.06,
9.753668,0.04,0.03,0.06,
9.756231,0.04,0.04,0.05,
9.758279,0.03,0.04,0.06,
9.76078,0.03,0.05,0.05,
9.763526,0.03,0.05,0.05,
9.76605,0.02,0.04,0.05,
9.769111,0.02,0.04,0.04,
9.771963,0.02,0.03,0.04,
9.774082,0.01,0.02,0.03,
9.777314,0.01,0.01,0.03,
9.778415,0,0.01,0.03,
9.780948,0,0.02,0.02,
9.784033,0,0.02,0.02,
9.786936,0,0.03,0.01,
9.789063,0.01,0.04,0.01,
9.791877,0.02,0.04,0,
9.794307,0.02,0.03,0,
9.7969,0.03,0.03,0,
9.798772,0.03,0.03,0,
9.801211,0.03,0.02,-0.01,
9.807858,0.04,0.01,-0.01,
9.808255,0.04,0.01,-0.01,
9.809483,0.04,0.01,-0.01,
9.811946,0.04,0,-0.01,
9.81441,0.04,0,-0.01,
9.817079,0.04,-0.01,-0.01,
