time,xaxis,yaxis,zaxis,State
16.336617,-0.02,-0.01,-0.02,
16.338436,-0.04,-0.03,-0.01,
16.341039,-0.05,-0.04,0,
16.344004,-0.06,-0.04,0.01,
16.346744,-0.08,-0.03,0.02,
16.34926,-0.09,-0.03,0.03,
16.351801,-0.09,-0.03,0.03,
16.354424,-0.1,-0.03,0.03,
16.357057,-0.1,-0.03,0.03,
16.358978,-0.11,-0.03,0.03,
16.361342,-0.11,-0.03,0.03,
16.366638,-0.11,-0.02,0.03,
16.366991,-0.1,-0.01,0.04,
16.369765,-0.1,0,0.03,
16.372303,-0.09,0.01,0.03,
16.374892,-0.09,0.02,0.03,
16.377395,-0.08,0.03,0.02,
16.379123,-0.07,0.04,0.02,
16.38159,-0.06,0.04,0.02,
16.384418,-0.05,0.04,0.02,
16.387414,-0.04,0.04,0.03,
16.389995,-0.03,0.04,0.03,
16.392414,-0.02,0.04,0.04,
16.394839,-0.01,0.05,0.05,
16.398027,0,0.04,0.05,
16.399234,0.02,0.04,0.06,
16.401851,0.03,0.04,0.07,
16.405745,0.05,0.03,0.07,
16.406849,0.07,0.02,0.08,
16.410368,0.09,0.02,0.08,
16.412791,0.1,0.01,0.08,
16.415085,0.12,0.01,0.08,
16.417712,0.14,0.01,0.08,
16.419599,0.15,0.01,0.07,
16.422128,0.15,0.01,0.07,
16.425041,0.15,0.01,0.06,
16.427816,0.15,0.01,0.05,
16.434951,0.14,0.01,0.05,
16.43536,0.13,0.02,0.04,
16.435552,0.13,0.02,0.04,
16.437544,0.11,0.02,0.04,
16.440202,0.1,0.02,0.03,
16.442235,0.08,0.03,0.03,
16.445534,0.07,0.03,0.02,
16.451399,0.06,0.02,0.02,
16.451914,0.05,0.02,0.02,
16.453103,0.04,0.02,0.02,
16.455507,0.03,0.02,0.02,
16.457606,0.02,0.02,0.02,
16.460113,0.02,0.02,0.02,
16.462452,0.01,0.03,0.02,
16.465574,0,0.03,0.02,
16.468179,-0.01,0.02,0.02,
16.47074,-0.02,0.01,0.03,
16.473374,-0.03,0,0.02,
16.476369,-0.04,-0.01,0.02,
16.477634,-0.05,-0.02,0.02,
16.480228,-0.05,-0.03,0.01,
16.482705,-0.05,-0.03,0.01,
16.485493,-0.05,-0.03,0.02,
16.488469,-0.04,-0.03,0.02,
16.491012,-0.02,-0.03,0.02,
16.493526,-0.01,-0.02,0.03,
16.496188,0,-0.02,0.03,
16.498209,0.01,-0.02,0.02,
16.500484,0.01,-0.02,0.02,
16.503137,0.02,-0.02,0.02,
16.505744,0.02,-0.01,0.01,
16.508807,0.02,0,0.01,
16.51259,0.02,0.01,0,
16.513558,0.02,0.01,0,
16.51634,0.02,0.01,0,
16.518421,0.02,0.02,0,
16.520672,0.01,0.01,0,
16.523489,0.01,0.01,0,
16.526144,0.01,0,0.01,
16.532504,0,0,0.01,
16.532953,-0.01,0,0.01,
16.534202,-0.02,0,0.01,
16.536879,-0.03,-0.01,0.01,
16.538553,-0.04,-0.01,0.01,
16.541034,-0.05,-0.02,0,
16.543793,-0.06,-0.02,0,
16.548772,-0.08,0,0,
16.549371,-0.1,0.01,0,
16.551775,-0.11,0.03,0,
16.554185,-0.13,0.03,0,
16.556747,-0.15,0.02,0,
16.55865,-0.16,0.01,0,
16.56172,-0.18,0,0,
16.563957,-0.19,-0.01,-0.01,
16.566575,-0.2,-0.01,-0.01,
16.56951,-0.2,-0.01,-0.02,
16.572033,-0.2,0,-0.02,
16.575159,-0.2,0,-0.02,
16.578256,-0.19,0.01,-0.01,
16.578836,-0.19,0.02,-0.01,
16.581405,-0.18,0.02,-0.02,
16.584206,-0.18,0.03,-0.02,
16.587741,-0.17,0.03,-0.02,
16.590069,-0.16,0.02,-0.03,
16.592236,-0.15,0.01,-0.03,
16.594319,-0.15,0,-0.04,
16.596578,-0.14,0,-0.04,
16.59921,-0.12,0,-0.04,
16.601671,-0.11,0,-0.04,
16.605761,-0.09,0.01,-0.04,
16.606811,-0.07,0.03,-0.04,
16.610967,-0.05,0.03,-0.04,
16.612571,-0.03,0.03,-0.04,
16.615217,-0.01,0.03,-0.04,
16.617635,0,0.01,-0.04,
16.619336,0.01,-0.01,-0.04,
16.621941,0.02,-0.01,-0.04,
16.62486,0.03,-0.02,-0.04,
16.627814,0.03,-0.02,-0.04,
16.630198,0.04,-0.01,-0.04,
16.632794,0.04,-0.01,-0.04,
16.635201,0.05,-0.01,-0.04,
16.637263,0.05,-0.01,-0.04,
16.639763,0.06,-0.02,-0.03,
16.642092,0.06,-0.03,-0.03,
16.644838,0.06,-0.04,-0.03,
16.648051,0.07,-0.03,-0.03,
16.650417,0.08,-0.04,-0.03,
16.652855,0.08,-0.04,-0.03,
16.655629,0.08,-0.04,-0.02,
16.657423,0.09,-0.04,-0.02,
16.664332,0.08,-0.05,-0.02,
16.664762,0.09,-0.05,-0.03,
16.665531,0.09,-0.06,-0.02,
16.668471,0.08,-0.06,-0.03,
16.6707,0.07,-0.06,-0.03,
16.673344,0.07,-0.06,-0.03,
16.68097,0.06,-0.06,-0.04,
16.681433,0.06,-0.05,-0.04,
16.681621,0.05,-0.05,-0.04,
16.682647,0.05,-0.04,-0.04,
16.685267,0.04,-0.03,-0.05,
16.688621,0.03,-0.02,-0.06,
16.691126,0.03,-0.01,-0.06,
16.693308,0.02,0,-0.07,
16.695905,0.01,-0.01,-0.07,
16.697941,-0.01,-0.02,-0.07,
16.700375,-0.02,-0.03,-0.07,
16.702813,-0.03,-0.04,-0.08,
16.705444,-0.05,-0.04,-0.09,
16.708835,-0.06,-0.05,-0.09,
16.710998,-0.08,-0.06,-0.09,
16.713603,-0.1,-0.06,-0.1,
16.716215,-0.11,-0.07,-0.1,
16.718122,-0.12,-0.07,-0.1,
16.720608,-0.13,-0.07,-0.1,
16.723182,-0.13,-0.07,-0.09,
16.726346,-0.13,-0.07,-0.09,
16.72902,-0.12,-0.06,-0.09,
16.731443,-0.11,-0.05,-0.08,
16.734022,-0.1,-0.05,-0.07,
16.736595,-0.09,-0.04,-0.06,
16.738557,-0.07,-0.03,-0.05,
16.741769,-0.05,-0.02,-0.03,
16.743738,-0.03,-0.02,-0.01,
16.746871,-0.02,-0.01,0,
16.749298,0,0,0.01,
16.751763,0.02,0,0.02,
16.754293,0.03,0.01,0.03,
16.756609,0.04,0,0.03,
16.75853,0.05,0,0.03,
16.761088,0.06,0,0.03,
16.764221,0.07,0,0.04,
16.766177,0.07,0.01,0.04,
16.769741,0.07,0.01,0.04,
16.772226,0.08,0.02,0.04,
16.774419,0.08,0.03,0.04,
16.777003,0.07,0.03,0.04,
16.778767,0.07,0.04,0.04,
16.781377,0.07,0.05,0.04,
16.784047,0.06,0.06,0.04,
16.787357,0.06,0.06,0.05,
16.795225,0.06,0.06,0.05,
16.795673,0.05,0.06,0.04,
16.795854,0.05,0.06,0.04,
16.797261,0.05,0.05,0.04,
16.799101,0.04,0.05,0.04,
16.801686,0.04,0.04,0.04,
16.805396,0.03,0.05,0.04,
16.811442,0.03,0.05,0.04,
16.811868,0.03,0.04,0.04,
16.812316,0.03,0.04,0.04,
16.814867,0.02,0.04,0.04,
16.81733,0.02,0.04,0.05,
16.819105,0.02,0.04,0.05,
16.821686,0.03,0.04,0.05,
16.824289,0.04,0.04,0.06,
16.826851,0.04,0.04,0.06,
16.83015,0.05,0.04,0.06,
16.832439,0.06,0.04,0.06,
16.835036,0.07,0.03,0.05,
16.837573,0.08,0.03,0.05,
16.839798,0.08,0.03,0.05,
16.841937,0.09,0.02,0.04,
16.845007,0.09,0.02,0.04,
16.847033,0.09,0.01,0.04,
16.850438,0.09,0.01,0.04,
16.852833,0.08,0.01,0.03,
16.855966,0.08,0.01,0.03,
16.857331,0.07,0,0.03,
16.859825,0.06,0,0.02,
16.862324,0.05,0,0.02,
16.865078,0.05,0,0.01,
16.868162,0.04,0.01,0.01,
16.87029,0.03,0.01,0.01,
16.873077,0.03,0.02,0.01,
16.875664,0.02,0.02,0.01,
16.877691,0.02,0.02,0,
16.880013,0.01,0.02,0.01,
16.882473,0.01,0.02,0.01,
16.885763,0,0.02,0.01,
16.888751,-0.01,0.03,0.01,
16.891039,-0.01,0.03,0.01,
16.893305,-0.02,0.03,0.01,
16.896287,-0.03,0.04,0.02,
16.897775,-0.03,0.03,0.02,
16.900336,-0.04,0.02,0.02,
16.90283,-0.05,0.02,0.03,
16.905453,-0.06,0.01,0.03,
16.908494,-0.08,0,0.03,
16.911133,-0.09,0,0.03,
16.913492,-0.1,0.01,0.03,
16.916155,-0.1,0.01,0.03,
16.917881,-0.12,0.01,0.03,
16.920447,-0.13,0.02,0.02,
16.922988,-0.14,0.02,0.01,
16.925786,-0.14,0.02,0.01,
16.929022,-0.14,0.01,0.01,
16.931798,-0.15,0.01,0,
16.93398,-0.14,0.01,0,
16.936301,-0.14,0.02,0,
16.941502,-0.13,0.03,0,
16.941876,-0.12,0.03,-0.01,
16.943417,-0.11,0.03,-0.01,
16.946493,-0.11,0.03,-0.01,
16.949017,-0.1,0.03,-0.01,
16.951679,-0.1,0.03,-0.01,
16.959297,-0.09,0.03,-0.01,
16.959857,-0.09,0.04,-0.01,
16.960046,-0.08,0.05,-0.01,
16.96126,-0.08,0.05,-0.01,
16.963722,-0.08,0.05,-0.01,
16.966014,-0.08,0.04,-0.01,
16.968966,-0.07,0.04,-0.01,
16.971859,-0.07,0.03,-0.01,
16.974257,-0.07,0.01,-0.01,
16.97688,-0.06,0.01,-0.02,
16.978664,-0.06,0.01,-0.02,
16.981105,-0.05,0.01,-0.02,
16.984007,-0.04,0.01,-0.02,
16.987072,-0.03,0.01,-0.02,
16.989363,-0.02,0,-0.03,
16.992241,-0.01,0,-0.03,
16.994399,0,0,-0.03,
16.9971,0.01,0,-0.03,
16.998912,0.02,0,-0.04,
17.001364,0.03,0,-0.04,
17.006797,0.04,0,-0.04,
17.007141,0.04,0,-0.04,
17.009897,0.05,0,-0.04,
17.01261,0.05,0,-0.04,
17.014771,0.04,0,-0.04,
17.017286,0.04,0,-0.04,
17.019817,0.04,-0.01,-0.04,
17.021635,0.04,-0.01,-0.04,
17.0243,0.04,-0.01,-0.04,
17.027482,0.03,-0.02,-0.03,
17.029942,0.03,-0.02,-0.03,
17.032628,0.03,-0.03,-0.04,
17.034732,0.02,-0.04,-0.03,
17.037491,0.02,-0.05,-0.03,
17.039523,0.03,-0.05,-0.03,
17.041975,0.03,-0.06,-0.03,
17.04615,0.03,-0.06,-0.03,
17.046986,0.03,-0.06,-0.03,
17.050232,0.03,-0.06,-0.03,
17.052913,0.03,-0.06,-0.03,
17.055196,0.04,-0.06,-0.03,
17.057203,0.04,-0.06,-0.03,
17.059788,0.03,-0.05,-0.03,
17.062048,0.03,-0.05,-0.04,
17.064957,0.04,-0.05,-0.04,
17.06871,0.03,-0.05,-0.04,
17.070423,0.03,-0.05,-0.03,
17.07315,0.03,-0.05,-0.03,
17.075308,0.03,-0.05,-0.03,
17.077471,0.04,-0.05,-0.03,
17.080077,0.04,-0.04,-0.02,
17.082374,0.05,-0.04,-0.02,
17.08573,0.05,-0.04,-0.02,
17.088445,0.05,-0.04,-0.02,
17.090685,0.05,-0.04,-0.02,
17.093327,0.05,-0.04,-0.02,
17.094954,0.05,-0.04,-0.02,
17.097642,0.04,-0.03,-0.02,
17.105575,0.04,-0.03,-0.01,
17.105983,0.03,-0.02,-0.01,
17.106329,0.02,-0.01,-0.01,
17.108403,0.01,-0.01,-0.01,
17.111306,0,0,-0.01,
17.113716,0,0,-0.01,
17.115821,0,0.01,-0.01,
17.124667,0,0.01,0,
17.125342,0,0.01,0,
17.125559,0,0.02,0.01,
17.125717,0.01,0.02,0.01,
17.128458,0.01,0.02,0.01,
17.131041,0.02,0.02,0.02,
17.133945,0.03,0.03,0.02,
17.1361,0.03,0.03,0.03,
17.137908,0.03,0.02,0.03,
17.14052,0.03,0.02,0.04,
17.143102,0.04,0.02,0.04,
17.145493,0.03,0.02,0.04,
17.148897,0.03,0.02,0.04,
17.152073,0.02,0.01,0.04,
17.154153,0.02,0,0.04,
17.156452,0.01,-0.01,0.04,
17.158331,0.01,-0.03,0.03,
17.160878,0,-0.03,0.03,
17.163764,0,-0.04,0.03,
17.167107,-0.01,-0.04,0.03,
17.169235,-0.01,-0.03,0.03,
17.171591,-0.01,-0.03,0.03,
17.174366,-0.01,-0.02,0.03,
17.176465,-0.01,-0.02,0.02,
17.178534,-0.01,-0.02,0.02,
17.181058,-0.01,-0.03,0.03,
17.183949,-0.01,-0.03,0.02,
17.187191,-0.01,-0.03,0.02,
17.189348,0,-0.03,0.02,
17.192165,0,-0.03,0.02,
17.194454,0,-0.02,0.02,
17.196847,0,-0.01,0.01,
17.199527,0.01,0,0.01,
17.201196,0.01,0,0.01,
17.204544,0.01,0,0.01,
17.206545,0.02,-0.01,0.01,
17.209534,0.02,-0.02,0.01,
17.212083,0.02,-0.02,0.01,
17.214598,0.02,-0.02,0.02,
17.216979,0.02,-0.01,0.02,
17.218898,0.03,0,0.01,
17.221445,0.03,0.01,0.01,
17.22411,0.03,0.02,0.01,
17.22719,0.02,0.02,0.01,
17.229977,0.02,0.01,0.01,
17.235271,0.01,0.01,0.01,
17.235642,0,0.01,0.01,
17.237564,0,0.01,0,
17.239208,-0.01,0.02,0,
17.241687,-0.01,0.03,0,
17.244815,-0.02,0.04,-0.01,
17.246847,-0.02,0.04,-0.01,
17.25395,-0.03,0.03,-0.01,
17.254345,-0.02,0.03,0,
17.255129,-0.02,0.02,0,
17.257511,-0.02,0.02,0,
17.259482,-0.01,0.03,-0.01,
17.262291,0,0.03,0,
17.267103,0,0.03,0,
17.267386,0.01,0.03,0,
17.270156,0.01,0.03,0,
17.272781,0.02,0.03,0,
17.275574,0.01,0.03,0,
17.277586,0.01,0.03,0,
17.279784,0.01,0.02,-0.01,
17.282147,0.01,0.01,-0.01,
17.284869,0,0.01,-0.01,
17.288448,0,0.01,-0.02,
17.290345,-0.01,0,-0.02,
17.29303,-0.01,0,-0.01,
17.29557,-0.01,0,-0.02,
17.297561,-0.01,-0.01,-0.02,
17.3,-0.02,-0.01,-0.02,
17.302465,-0.02,-0.01,-0.03,
17.305572,-0.02,-0.01,-0.03,
17.308238,-0.02,0,-0.03,
17.31064,-0.02,0,-0.03,
17.313986,-0.02,0.01,-0.03,
17.315838,-0.02,0.01,-0.04,
17.317724,-0.03,0.02,-0.04,
17.32023,-0.03,0.02,-0.04,
17.322694,-0.04,0.02,-0.04,
17.325953,-0.04,0.03,-0.05,
17.3286,-0.04,0.02,-0.05,
17.330895,-0.05,0.02,-0.04,
17.333489,-0.05,0.01,-0.04,
17.336305,-0.05,0.01,-0.04,
17.338154,-0.06,0.01,-0.04,
17.340382,-0.06,0,-0.03,
17.343162,-0.06,0,-0.03,
17.345585,-0.06,-0.01,-0.04,
17.351966,-0.07,-0.02,-0.04,
17.352584,-0.07,-0.03,-0.04,
17.353966,-0.08,-0.05,-0.04,
17.356755,-0.08,-0.06,-0.05,
17.358034,-0.08,-0.07,-0.05,
17.360648,-0.08,-0.08,-0.05,
17.370468,-0.08,-0.08,-0.05,
17.37109,-0.07,-0.08,-0.05,
17.371257,-0.07,-0.08,-0.05,
17.371374,-0.06,-0.08,-0.05,
17.373909,-0.05,-0.08,-0.06,
17.37747,-0.04,-0.08,-0.06,
17.378251,-0.04,-0.09,-0.06,
17.380738,-0.03,-0.09,-0.06,
17.383678,-0.03,-0.09,-0.06,
17.386628,-0.02,-0.08,-0.06,
17.389158,-0.01,-0.08,-0.06,
17.391689,-0.01,-0.08,-0.06,
17.394072,-0.01,-0.07,-0.05,
17.396741,-0.01,-0.07,-0.05,
17.398471,0,-0.07,-0.04,
17.401105,0,-0.07,-0.03,
17.404195,0,-0.07,-0.03,
17.406225,0,-0.08,-0.03,
17.409328,0,-0.07,-0.02,
17.411987,0,-0.07,-0.02,
17.41449,0,-0.07,-0.02,
17.417156,0.01,-0.06,-0.02,
17.418767,0.01,-0.06,-0.02,
17.421345,0.01,-0.05,-0.02,
17.424184,0.01,-0.05,-0.02,
17.427132,0.01,-0.05,-0.01,
17.429752,0.01,-0.05,-0.01,
17.432181,0.01,-0.05,-0.01,
17.4347,0.01,-0.05,-0.01,
17.437415,0,-0.04,-0.01,
17.439162,0,-0.03,-0.01,
17.441581,0,-0.03,-0.01,
17.445355,-0.01,-0.02,-0.02,
17.446656,-0.01,-0.02,-0.02,
17.449852,-0.02,-0.01,-0.01,
17.452476,-0.02,-0.01,-0.01,
17.45494,-0.03,0,0,
17.457658,-0.03,0.01,0,
17.459267,-0.03,0.02,0.01,
17.464633,-0.03,0.02,0.01,
17.46503,-0.03,0.03,0.02,
17.467817,-0.03,0.04,0.02,
17.470291,-0.03,0.04,0.03,
17.472586,-0.03,0.04,0.04,
17.475156,-0.02,0.04,0.04,
17.483965,-0.01,0.04,0.04,
17.484467,0,0.04,0.05,
17.484637,0,0.04,0.05,
17.484834,0.01,0.05,0.05,
17.488237,0.02,0.05,0.05,
17.490343,0.02,0.05,0.05,
17.492878,0.03,0.05,0.05,
17.495291,0.03,0.05,0.04,
17.497469,0.04,0.05,0.04,
17.499749,0.04,0.05,0.04,
17.502395,0.05,0.05,0.04,
17.505436,0.05,0.06,0.04,
17.508016,0.06,0.06,0.03,
17.510459,0.06,0.06,0.03,
17.513029,0.07,0.06,0.02,
17.515645,0.07,0.06,0.02,
17.517743,0.07,0.06,0.02,
17.52006,0.07,0.06,0.01,
17.522522,0.07,0.05,0.01,
17.525453,0.07,0.05,0.01,
17.528386,0.06,0.04,0.01,
17.530977,0.06,0.03,0,
17.533355,0.06,0.03,0,
17.535879,0.06,0.02,0,
17.538004,0.05,0.02,0,
17.540327,0.05,0.02,0,
17.543046,0.05,0.01,0,
17.545374,0.05,0,0.01,
17.548443,0.04,-0.01,0.01,
17.551028,0.04,-0.01,0.01,
17.55361,0.04,-0.01,0.02,
17.556181,0.04,-0.01,0.02,
17.559461,0.05,-0.01,0.03,
17.560447,0.05,0,0.03,
17.56315,0.05,0,0.04,
17.566005,0.05,0.01,0.04,
17.568775,0.05,0.01,0.04,
17.571453,0.05,0.01,0.04,
17.573872,0.05,0.01,0.04,
17.576396,0.05,0.01,0.04,
17.578582,0.05,0.01,0.04,
17.580761,0.05,0,0.04,
17.583662,0.05,0.01,0.04,
17.586012,0.05,0.01,0.04,
17.589256,0.05,0.02,0.04,
17.596221,0.05,0.02,0.04,
17.596642,0.05,0.02,0.04,
17.596819,0.05,0.02,0.04,
17.598593,0.05,0.02,0.03,
17.60114,0.05,0.01,0.03,
17.60395,0.05,0.02,0.03,
17.606103,0.06,0.01,0.03,
17.613436,0.06,0.01,0.02,
17.613955,0.06,0.01,0.02,
17.614595,0.05,0.02,0.02,
17.616924,0.05,0.02,0.02,
17.618899,0.05,0.02,0.02,
17.621195,0.05,0.02,0.02,
17.624954,0.04,0.01,0.01,
17.626851,0.03,0.01,0.01,
17.629466,0.02,0,0.01,
17.632032,0.02,0,0.01,
17.63468,0.02,0,0,
17.637053,0.02,0.01,0,
17.639019,0.02,0.01,0.01,
17.641425,0.03,0.02,0.01,
17.645439,0.03,0.02,0.01,
17.646631,0.03,0.02,0,
17.64973,0.04,0.01,0,
17.65229,0.04,0.01,0,
17.654764,0.04,0.01,0,
17.657939,0.03,0.01,0,
17.659218,0.03,0.01,0,
17.661701,0.02,0.01,0.01,
17.664926,0.02,0.01,0.01,
17.667566,0.01,0,0.01,
17.670185,0.01,0.01,0.01,
17.672438,0.02,0,0.01,
17.674956,0.02,0,0.01,
17.677641,0.02,-0.01,0.01,
17.679743,0.02,-0.01,0.01,
17.681956,0.02,-0.02,0.01,
17.686551,0.02,-0.02,0.02,
17.686993,0.02,-0.02,0.02,
17.690447,0.02,-0.02,0.01,
17.692822,0.02,-0.01,0.02,
17.695537,0.01,-0.01,0.02,
17.69741,0.01,0,0.03,
17.699882,0,0,0.03,
17.702118,-0.01,0,0.04,
17.704926,-0.03,0,0.04,
17.707941,-0.04,-0.01,0.04,
17.710498,-0.05,-0.01,0.05,
17.713128,-0.06,-0.01,0.05,
17.715571,-0.07,-0.01,0.05,
17.717652,-0.08,-0.01,0.06,
17.720207,-0.09,-0.02,0.06,
17.727363,-0.09,-0.02,0.06,
17.727783,-0.1,-0.01,0.06,
17.72845,-0.1,-0.01,0.06,
17.730821,-0.11,-0.01,0.06,
17.733304,-0.11,-0.01,0.05,
17.735681,-0.11,0,0.05,
17.737805,-0.12,0.01,0.04,
17.745313,-0.13,0.02,0.04,
17.745892,-0.13,0.02,0.03,
17.746129,-0.13,0.02,0.02,
17.748416,-0.13,0.03,0.02,
17.75105,-0.13,0.03,0.01,
17.753408,-0.13,0.04,0.01,
17.756462,-0.13,0.04,0,
17.75776,-0.12,0.05,0,
17.760527,-0.12,0.05,0,
17.76293,-0.12,0.06,-0.01,
17.76552,-0.12,0.07,-0.01,
17.76869,-0.12,0.06,-0.02,
17.772323,-0.12,0.06,-0.02,
17.77357,-0.12,0.06,-0.02,
17.77614,-0.11,0.06,-0.02,
17.7784,-0.11,0.05,-0.02,
17.780685,-0.1,0.05,-0.03,
17.783276,-0.08,0.05,-0.03,
17.786188,-0.07,0.05,-0.03,
17.788764,-0.05,0.05,-0.03,
17.791338,-0.04,0.05,-0.03,
17.793949,-0.03,0.04,-0.03,
17.796534,-0.02,0.02,-0.03,
17.798325,-0.01,0.01,-0.03,
17.800949,0,0,-0.03,
17.803634,0.01,0,-0.03,
17.806329,0.02,-0.01,-0.03,
17.809014,0.03,-0.01,-0.02,
17.811553,0.03,-0.02,-0.02,
17.814085,0.04,-0.02,-0.01,
17.816631,0.05,-0.03,-0.01,
17.818522,0.06,-0.04,-0.01,
17.821234,0.06,-0.04,-0.01,
17.823877,0.06,-0.04,-0.01,
17.826916,0.06,-0.05,-0.01,
17.829356,0.07,-0.05,-0.01,
17.832303,0.07,-0.05,-0.01,
17.83421,0.06,-0.05,-0.01,
17.837423,0.06,-0.06,-0.01,
17.838749,0.06,-0.06,-0.01,
17.841522,0.06,-0.06,-0.01,
17.844827,0.05,-0.06,-0.01,
17.846468,0.05,-0.06,-0.01,
17.849801,0.05,-0.05,-0.01,
17.852188,0.05,-0.05,-0.01,
17.854917,0.05,-0.05,-0.02,
17.85737,0.05,-0.04,-0.02,
17.859026,0.05,-0.04,-0.03,
17.861958,0.05,-0.04,-0.03,
17.864187,0.05,-0.04,-0.03,
17.867358,0.06,-0.04,-0.03,
17.873542,0.06,-0.03,-0.04,
17.874124,0.06,-0.02,-0.04,
17.874973,0.06,-0.01,-0.04,
17.877499,0.06,0,-0.04,
17.879449,0.05,0.01,-0.04,
17.882035,0.05,0.01,-0.04,
17.891338,0.04,0.01,-0.04,
17.891896,0.04,0.01,-0.04,
17.892054,0.03,0.01,-0.04,
17.892506,0.02,0,-0.05,
17.895021,0.01,0,-0.05,
17.897697,0,0,-0.05,
17.899321,-0.01,-0.01,-0.05,
17.902957,-0.02,-0.02,-0.05,
17.904573,-0.03,-0.02,-0.05,
17.907772,-0.03,-0.03,-0.05,
17.910276,-0.04,-0.04,-0.05,
17.912836,-0.04,-0.04,-0.05,
17.915312,-0.04,-0.05,-0.05,
17.917292,-0.04,-0.04,-0.04,
17.919823,-0.04,-0.03,-0.04,
17.922261,-0.04,-0.03,-0.04,
17.925447,-0.03,-0.02,-0.03,
17.928064,-0.02,-0.02,-0.03,
17.930556,-0.01,-0.01,-0.03,
17.933129,-0.01,0,-0.02,
17.935589,0,0,-0.02,
17.937601,0.02,0.01,-0.01,
17.939943,0.03,0.02,0,
17.942668,0.04,0.02,0,
17.945683,0.05,0.03,0.01,
17.948375,0.06,0.04,0.01,
17.950745,0.07,0.05,0.02,
17.953355,0.07,0.05,0.02,
17.955824,0.08,0.05,0.03,
17.957957,0.09,0.05,0.03,
17.960335,0.09,0.05,0.04,
17.963146,0.08,0.04,0.04,
17.966672,0.08,0.04,0.04,
17.968315,0.08,0.03,0.04,
17.97118,0.08,0.02,0.04,
17.973949,0.08,0.02,0.04,
17.9764,0.07,0.02,0.04,
17.978096,0.07,0.01,0.04,
17.98095,0.06,0.01,0.04,
17.983242,0.05,0,0.03,
17.98552,0.04,0,0.03,
17.98877,0.03,0,0.03,
17.991418,0.02,0,0.02,
17.993874,0.02,0,0.02,
17.99667,0.01,0.01,0.02,
17.998354,0,0.01,0.02,
18.005331,-0.01,0.02,0.02,
18.005809,-0.02,0.02,0.02,
18.005994,-0.02,0.03,0.02,
18.009352,-0.03,0.04,0.02,
18.012537,-0.03,0.05,0.02,
18.013252,-0.03,0.05,0.02,
18.024287,-0.03,0.05,0.02,
18.024877,-0.03,0.04,0.02,
18.025066,-0.04,0.04,0.02,
18.025232,-0.04,0.03,0.02,
18.026925,-0.04,0.03,0.02,
18.029112,-0.04,0.03,0.02,
18.031618,-0.04,0.03,0.02,
18.034269,-0.03,0.03,0.02,
18.036842,-0.03,0.04,0.02,
18.038569,-0.03,0.03,0.03,
18.041213,-0.02,0.03,0.02,
18.044931,-0.02,0.02,0.02,
18.046764,-0.02,0.01,0.03,
18.050877,-0.02,0,0.02,
18.052872,-0.02,0,0.02,
18.053722,-0.02,0,0.02,
18.056984,-0.01,0.01,0.02,
18.05893,-0.01,0.01,0.02,
18.061429,0,0.02,0.02,
18.06429,0,0.02,0.02,
18.067148,0.01,0.03,0.02,
18.069792,0.02,0.02,0.02,
18.072548,0.02,0.02,0.03,
18.075071,0.02,0.02,0.02,
18.077345,0.02,0.02,0.02,
18.079144,0.03,0.02,0.02,
18.081701,0.02,0.01,0.02,
18.08673,0.01,0.01,0.02,
18.087171,0.01,0.01,0.02,
18.090146,0.01,0,0.02,
18.092543,0,-0.01,0.02,
18.094509,0,-0.01,0.01,
18.096839,0,-0.02,0.01,
18.099557,-0.01,-0.03,0.01,
18.101927,-0.01,-0.03,0.01,
18.104917,-0.01,-0.03,0,
18.107674,-0.01,-0.03,-0.01,
18.110273,-0.01,-0.03,-0.01,
18.112917,-0.01,-0.03,-0.01,
18.11561,-0.02,-0.02,-0.02,
18.117183,-0.02,-0.02,-0.02,
18.119756,-0.03,-0.02,-0.02,
18.122181,-0.03,-0.02,-0.03,
18.125442,-0.04,-0.02,-0.03,
18.1273,-0.04,-0.02,-0.03,
18.13047,-0.04,-0.01,-0.04,
18.132964,-0.05,0,-0.04,
18.135594,-0.04,0,-0.04,
18.137706,-0.04,0,-0.04,
18.14003,-0.04,0,-0.03,
18.142376,-0.04,0,-0.03,
18.145649,-0.03,0,-0.03,
18.152371,-0.03,-0.01,-0.03,
18.152811,-0.02,-0.01,-0.02,
18.153397,-0.01,-0.01,-0.02,
18.155795,-0.01,-0.01,-0.02,
18.157738,0,-0.01,-0.01,
18.160269,0,-0.01,-0.01,
18.162912,0.01,-0.01,-0.01,
18.169344,0.01,0,-0.01,
18.169902,0.01,0,-0.01,
18.17016,0.02,0,-0.01,
18.172681,0.02,0,-0.01,
18.175443,0.02,-0.01,-0.01,
18.177703,0.02,-0.01,-0.01,
18.181181,0.03,0,-0.01,
18.182761,0.03,0,-0.01,
18.185483,0.03,0.01,-0.01,
18.187879,0.03,0.01,-0.02,
18.190307,0.03,0.01,-0.02,
18.193009,0.04,0.01,-0.01,
18.195403,0.04,0.01,-0.02,
18.197918,0.04,0.01,-0.02,
18.200667,0.04,0.01,-0.02,
18.203088,0.05,0.02,-0.02,
18.205986,0.05,0.01,-0.02,
18.208112,0.05,0.01,-0.02,
18.210717,0.05,0.02,-0.02,
18.213758,0.04,0.02,-0.02,
18.216533,0.03,0.03,-0.02,
18.218308,0.03,0.01,-0.02,
18.220877,0.02,0,-0.02,
18.223782,0.01,-0.01,-0.01,
18.227501,0,-0.01,-0.01,
